"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Virginia","722511","Full-service restaurants","Non-profit","All establishments","2019","4","149","30","12"
"Virginia","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2019","3","81","7","6"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","8","9,633","2,303","569"
"Virginia","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 100 to 249 employees","2019","3","6,101","1,517","335"
"Washington","722511","Full-service restaurants","All establishments","All establishments","2019","6,491","3,134,934","722,604","116,235"
"Washington","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,645","129,405","14,818","2,646"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","1,308","205,262","48,256","8,955"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","1,474","512,194","119,461","20,350"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","1,585","1,273,709","298,923","47,875"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","412","741,527","176,904","27,195"
"Washington","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","65","252,235","58,964","8,599"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","845","608,450","143,234","23,247"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","183","16,572","1,663","242"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","135","21,655","5,092","946"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","167","64,062","15,322","2,384"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","202","163,424","38,277","6,119"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","123","216,329","53,059","8,700"
"Washington","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","35","126,408","29,821","4,856"
"Washington","722511","Full-service restaurants","S-corporations ","All establishments","2019","3,239","1,553,287","356,623","56,655"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","630","53,259","7,853","1,239"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","673","112,218","26,529","4,618"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","840","299,245","69,545","11,577"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","924","739,135","172,719","27,415"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","160","301,700","69,677","10,340"
"Washington","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","12","47,730","10,300","1,466"
"Washington","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","916","204,853","45,941","8,653"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","423","22,244","2,840","671"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","245","29,838","7,256","1,640"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","134","38,448","8,756","1,788"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","87","60,486","14,217","2,569"
"Washington","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","26","51,787","12,405","1,874"
"Washington","722511","Full-service restaurants","Partnerships","All establishments","2019","1,484","754,831","173,156","27,299"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","408","37,094","2,462","494"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","255","41,551","9,379","1,751"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","330","109,473","25,612","4,567"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","370","309,570","73,306","11,714"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","103","171,711","41,763","6,281"
"Washington","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","17","76,047","18,376","2,166"
"Washington","722511","Full-service restaurants","Non-profit","All establishments","2019","4","12,067","3,314","328"
"Washington","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2019","3","1,446","336","53"
"West Virginia","722511","Full-service restaurants","All establishments","All establishments","2019","1,175","402,299","95,978","25,230"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","247","11,287","1,420","427"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","211","21,969","5,373","1,517"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","325","67,754","16,495","4,621"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","254","133,978","32,008","8,131"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","114","118,398","28,815","7,422"
"West Virginia","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","24","48,913","11,867","3,112"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","266","127,184","31,134","7,591"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","42","2,363","271","75"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","50","6,294","1,521","359"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","68","14,998","3,798","934"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","56","32,860","7,951","2,023"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","36","44,179","11,276","2,475"
"West Virginia","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","14","26,490","6,317","1,725"
